,state,Year,Uninsured: %
23505,TX,2012,20.3
23506,TX,2011,20.8
23507,TX,2010,20.5
23508,TX,2009,19.7
23509,TX,2008,20.2
23510,TX,2007,24.6
23511,TX,2006,22.6
23512,TX,2014,29.8
23513,TX,2013,32.2
23514,TX,2012,30.9
23515,TX,2011,32.9
23516,TX,2010,34.6
23517,TX,2009,33.9
23518,TX,2008,30.0
23519,TX,2007,28.3
23520,TX,2006,30.6
23521,TX,2014,19.3
23522,TX,2013,27.5
23523,TX,2012,27.3
23524,TX,2011,27.3
23525,TX,2010,27.5
23526,TX,2009,34.7
23527,TX,2008,33.5
23528,TX,2007,29.4
23529,TX,2006,28.6
23530,TX,2014,22.1
23531,TX,2013,25.5
23532,TX,2012,25.2
23533,TX,2011,26.1
23534,TX,2010,28.6
23535,TX,2009,27.2
23536,TX,2008,25.7
23537,TX,2007,27.3
23538,TX,2006,27.6
23539,TX,2014,14.9
23540,TX,2013,20.2
23541,TX,2012,18.6
23542,TX,2011,18.1
23543,TX,2010,20.9
23544,TX,2009,22.9
23545,TX,2008,21.0
23546,TX,2007,21.1
23547,TX,2006,23.8
23548,TX,2014,28.2
23549,TX,2013,35.6
23550,TX,2012,34.2
23551,TX,2011,32.6
23552,TX,2010,37.5
23553,TX,2009,37.0
23554,TX,2008,36.2
23555,TX,2007,31.1
23556,TX,2006,37.0
23557,TX,2014,21.6
23558,TX,2013,24.8
23559,TX,2012,23.8
23560,TX,2011,25.4
23561,TX,2010,26.5
23562,TX,2009,26.9
23563,TX,2008,30.2
23564,TX,2007,29.5
23565,TX,2006,29.2
23566,TX,2014,22.8
23567,TX,2013,27.1
23568,TX,2012,26.9
23569,TX,2011,29.4
23570,TX,2010,31.5
23571,TX,2009,31.6
23572,TX,2008,35.7
23573,TX,2007,35.0
23574,TX,2006,33.6
23575,TX,2014,26.0
23576,TX,2013,28.9
23577,TX,2012,27.7
23578,TX,2011,27.5
23579,TX,2010,26.9
23580,TX,2009,29.1
23581,TX,2008,31.9
23582,TX,2007,30.7
23583,TX,2006,30.3
23584,TX,2014,28.9
23585,TX,2013,32.6
23586,TX,2012,35.3
23587,TX,2011,34.3
23588,TX,2010,36.0
23589,TX,2009,37.8
23590,TX,2008,42.3
23591,TX,2007,42.6
23592,TX,2006,39.0
23593,TX,2014,30.3
23594,TX,2013,34.2
23595,TX,2012,32.2
23596,TX,2011,34.6
23597,TX,2010,34.1
23598,TX,2009,35.5
23599,TX,2008,37.7
23600,TX,2007,38.6
23601,TX,2006,34.7
23602,TX,2014,25.0
23603,TX,2013,29.3
23604,TX,2012,28.9
23605,TX,2011,30.5
23606,TX,2010,31.0
23607,TX,2009,32.0
23608,TX,2008,31.2
23609,TX,2007,30.8
23610,TX,2006,30.8
23611,TX,2014,25.1
23612,TX,2013,26.8
23613,TX,2012,26.8
23614,TX,2011,26.8
23615,TX,2010,27.3
23616,TX,2009,28.6
23617,TX,2008,29.5
23618,TX,2007,25.0
23619,TX,2006,24.9
23620,TX,2014,27.7
23621,TX,2013,29.5
23622,TX,2012,30.3
23623,TX,2011,31.4
23624,TX,2010,33.1
23625,TX,2009,33.4
23626,TX,2008,32.6
23627,TX,2007,31.8
23628,TX,2006,28.9
23629,TX,2014,21.6
23630,TX,2013,27.2
23631,TX,2012,26.2
23632,TX,2011,25.7
23633,TX,2010,27.4
23634,TX,2009,25.5
23635,TX,2008,24.9
23636,TX,2007,21.8
23637,TX,2006,24.8
23638,TX,2014,14.5
23639,TX,2013,17.3
23640,TX,2012,18.2
23641,TX,2011,17.5
23642,TX,2010,17.9
23643,TX,2009,17.9
23644,TX,2008,17.2
23645,TX,2007,19.9
23646,TX,2006,20.0
23647,TX,2014,17.6
23648,TX,2013,21.4
23649,TX,2012,21.8
23650,TX,2011,24.0
23651,TX,2010,25.0
23652,TX,2009,26.3
23653,TX,2008,25.5
23654,TX,2007,23.8
23655,TX,2006,24.0
23656,TX,2014,25.4
23657,TX,2013,31.1
23658,TX,2012,28.8
23659,TX,2011,27.0
23660,TX,2010,32.0
23661,TX,2009,31.5
23662,TX,2008,30.7
23663,TX,2007,25.2
23664,TX,2006,32.0
23665,TX,2014,20.2
23666,TX,2013,23.5
23667,TX,2012,23.9
23668,TX,2011,27.1
23669,TX,2010,27.7
23670,TX,2009,29.0
23671,TX,2008,29.6
23672,TX,2007,23.7
23673,TX,2006,24.2
23674,TX,2014,25.5
23675,TX,2013,30.2
23676,TX,2012,28.9
23677,TX,2011,28.6
23678,TX,2010,34.2
23679,TX,2009,31.5
23680,TX,2008,34.4
23681,TX,2007,34.6
23682,TX,2006,32.3
23683,TX,2014,22.0
23684,TX,2013,24.4
23685,TX,2012,24.0
23686,TX,2011,25.1
23687,TX,2010,24.2
23688,TX,2009,25.1
23689,TX,2008,24.2
23690,TX,2007,16.7
23691,TX,2006,22.1
23692,TX,2014,22.9
23693,TX,2013,28.0
23694,TX,2012,27.4
23695,TX,2011,28.2
23696,TX,2010,28.9
23697,TX,2009,29.0
23698,TX,2008,26.2
23699,TX,2007,23.9
23700,TX,2006,25.2
23701,TX,2014,22.6
23702,TX,2013,25.5
23703,TX,2012,27.0
23704,TX,2011,27.5
23705,TX,2010,29.5
23706,TX,2009,29.0
23707,TX,2008,29.5
23708,TX,2007,26.7
23709,TX,2006,25.4
23710,TX,2014,32.1
23711,TX,2013,36.4
23712,TX,2012,33.2
23713,TX,2011,35.2
23714,TX,2010,35.2
23715,TX,2009,36.5
23716,TX,2008,39.5
23717,TX,2007,40.0
23718,TX,2006,45.9
23719,TX,2014,20.0
23720,TX,2013,22.2
23721,TX,2012,22.4
23722,TX,2011,22.6
23723,TX,2010,23.1
23724,TX,2009,23.1
23725,TX,2008,23.2
23726,TX,2007,24.0
23727,TX,2006,24.3
23728,TX,2014,25.0
23729,TX,2013,30.6
23730,TX,2012,30.7
23731,TX,2011,30.9
23732,TX,2010,32.8
23733,TX,2009,31.5
23734,TX,2008,32.9
23735,TX,2007,33.0
23736,TX,2006,32.5
23737,TX,2014,26.6
23738,TX,2013,30.9
23739,TX,2012,31.6
23740,TX,2011,32.3
23741,TX,2010,31.3
23742,TX,2009,30.0
23743,TX,2008,26.9
23744,TX,2007,30.8
23745,TX,2006,33.0
23746,TX,2014,24.5
23747,TX,2013,26.4
23748,TX,2012,25.8
23749,TX,2011,27.0
23750,TX,2010,27.7
23751,TX,2009,28.5
23752,TX,2008,26.9
23753,TX,2007,24.4
23754,TX,2006,25.9
23755,TX,2014,21.3
23756,TX,2013,25.5
23757,TX,2012,25.6
23758,TX,2011,25.5
23759,TX,2010,25.8
23760,TX,2009,26.2
23761,TX,2008,25.9
23762,TX,2007,23.7
23763,TX,2006,23.4
23764,TX,2014,21.9
23765,TX,2013,26.3
23766,TX,2012,25.0
23767,TX,2011,23.7
23768,TX,2010,25.2
23769,TX,2009,25.4
23770,TX,2008,25.7
23771,TX,2007,27.5
23772,TX,2006,27.7
23773,TX,2014,21.2
23774,TX,2013,23.9
23775,TX,2012,23.5
23776,TX,2011,25.0
23777,TX,2010,27.7
23778,TX,2009,27.7
23779,TX,2008,27.8
23780,TX,2007,26.9
23781,TX,2006,32.6
23782,TX,2014,25.2
23783,TX,2013,29.1
23784,TX,2012,27.9
23785,TX,2011,26.8
23786,TX,2010,28.2
23787,TX,2009,30.5
23788,TX,2008,32.7
23789,TX,2007,29.1
23790,TX,2006,26.2
23791,TX,2014,24.9
23792,TX,2013,31.5
23793,TX,2012,32.1
23794,TX,2011,33.9
23795,TX,2010,32.9
23796,TX,2009,32.5
23797,TX,2008,37.2
23798,TX,2007,32.1
23799,TX,2006,32.3
23800,TX,2014,14.3
23801,TX,2013,17.8
23802,TX,2012,19.5
23803,TX,2011,19.8
23804,TX,2010,19.6
23805,TX,2009,18.9
23806,TX,2008,19.9
23807,TX,2007,22.8
23808,TX,2006,23.9
23809,TX,2014,21.4
23810,TX,2013,26.1
23811,TX,2012,24.4
23812,TX,2011,24.5
23813,TX,2010,25.7
23814,TX,2009,26.1
23815,TX,2008,20.0
23816,TX,2007,23.0
23817,TX,2006,26.8
23818,TX,2014,22.5
23819,TX,2013,26.0
23820,TX,2012,24.6
23821,TX,2011,24.9
23822,TX,2010,24.4
23823,TX,2009,25.0
23824,TX,2008,23.5
23825,TX,2007,24.4
23826,TX,2006,25.2
23827,TX,2014,22.1
23828,TX,2013,23.6
23829,TX,2012,24.3
23830,TX,2011,23.9
23831,TX,2010,25.2
23832,TX,2009,28.6
23833,TX,2008,28.7
23834,TX,2007,23.5
23835,TX,2006,24.4
23836,TX,2014,31.3
23837,TX,2013,34.3
23838,TX,2012,34.8
23839,TX,2011,34.2
23840,TX,2010,36.4
23841,TX,2009,37.0
23842,TX,2008,35.9
23843,TX,2007,35.5
23844,TX,2006,33.9
23845,TX,2014,18.1
23846,TX,2013,19.9
23847,TX,2012,20.5
23848,TX,2011,20.8
23849,TX,2010,21.7
23850,TX,2009,22.0
23851,TX,2008,21.2
23852,TX,2007,21.5
23853,TX,2006,22.4
23854,TX,2014,22.9
23855,TX,2013,25.7
23856,TX,2012,23.7
23857,TX,2011,22.8
23858,TX,2010,26.9
23859,TX,2009,29.5
23860,TX,2008,31.8
23861,TX,2007,29.0
23862,TX,2006,28.7
23863,TX,2014,24.7
23864,TX,2013,28.1
23865,TX,2012,27.1
23866,TX,2011,26.5
23867,TX,2010,28.0
23868,TX,2009,27.7
23869,TX,2008,28.0
23870,TX,2007,32.2
23871,TX,2006,33.5
23872,TX,2014,19.1
23873,TX,2013,21.0
23874,TX,2012,20.2
23875,TX,2011,25.8
23876,TX,2010,26.5
23877,TX,2009,28.7
23878,TX,2008,32.8
23879,TX,2007,40.4
23880,TX,2006,39.4
23881,TX,2014,16.2
23882,TX,2013,20.0
23883,TX,2012,19.6
23884,TX,2011,21.0
23885,TX,2010,22.3
23886,TX,2009,25.8
23887,TX,2008,26.2
23888,TX,2007,26.6
23889,TX,2006,27.5
23890,TX,2014,27.2
23891,TX,2013,30.9
23892,TX,2012,29.8
23893,TX,2011,31.0
23894,TX,2010,31.6
23895,TX,2009,32.0
23896,TX,2008,30.8
23897,TX,2007,29.3
23898,TX,2006,29.4
23899,TX,2014,22.1
23900,TX,2013,25.5
23901,TX,2012,25.8
23902,TX,2011,28.2
23903,TX,2010,27.2
23904,TX,2009,26.9
23905,TX,2008,26.1
23906,TX,2007,24.9
23907,TX,2006,24.7
23908,TX,2014,21.8
23909,TX,2013,23.1
23910,TX,2012,24.4
23911,TX,2011,24.3
23912,TX,2010,27.4
23913,TX,2009,25.4
23914,TX,2008,23.8
23915,TX,2007,24.1
23916,TX,2006,23.7
23917,TX,2014,21.5
23918,TX,2013,24.2
23919,TX,2012,24.7
23920,TX,2011,24.1
23921,TX,2010,25.7
23922,TX,2009,24.5
23923,TX,2008,24.1
23924,TX,2007,25.6
23925,TX,2006,23.3
23926,TX,2014,24.7
23927,TX,2013,27.7
23928,TX,2012,26.4
23929,TX,2011,28.1
23930,TX,2010,27.4
23931,TX,2009,27.9
23932,TX,2008,27.5
23933,TX,2007,27.7
23934,TX,2006,27.5
23935,TX,2014,16.9
23936,TX,2013,20.8
23937,TX,2012,20.3
23938,TX,2011,20.7
23939,TX,2010,22.2
23940,TX,2009,22.2
23941,TX,2008,22.5
23942,TX,2007,23.3
23943,TX,2006,23.7
23944,TX,2014,23.4
23945,TX,2013,26.4
23946,TX,2012,26.4
23947,TX,2011,27.0
23948,TX,2010,26.2
23949,TX,2009,27.6
23950,TX,2008,27.5
23951,TX,2007,25.9
23952,TX,2006,25.6
23953,TX,2014,30.9
23954,TX,2013,38.2
23955,TX,2012,34.3
23956,TX,2011,36.1
23957,TX,2010,39.1
23958,TX,2009,36.6
23959,TX,2008,39.5
23960,TX,2007,39.5
23961,TX,2006,40.2
23962,TX,2014,25.0
23963,TX,2013,28.7
23964,TX,2012,28.2
23965,TX,2011,26.7
23966,TX,2010,29.8
23967,TX,2009,31.3
23968,TX,2008,29.2
23969,TX,2007,26.5
23970,TX,2006,28.8
23971,TX,2014,26.5
23972,TX,2013,28.2
23973,TX,2012,28.4
23974,TX,2011,30.2
23975,TX,2010,30.6
23976,TX,2009,33.0
23977,TX,2008,35.4
23978,TX,2007,36.1
23979,TX,2006,34.2
23980,TX,2014,25.8
23981,TX,2013,26.7
23982,TX,2012,26.1
23983,TX,2011,26.4
23984,TX,2010,27.4
23985,TX,2009,27.2
23986,TX,2008,29.5
23987,TX,2007,24.2
23988,TX,2006,23.8
23989,TX,2014,17.3
23990,TX,2013,18.8
23991,TX,2012,20.1
23992,TX,2011,19.6
23993,TX,2010,20.2
23994,TX,2009,21.3
23995,TX,2008,19.8
23996,TX,2007,20.7
23997,TX,2006,20.4
23998,TX,2014,23.9
23999,TX,2013,27.5
24000,TX,2012,27.6
24001,TX,2011,28.5
24002,TX,2010,29.9
24003,TX,2009,28.8
24004,TX,2008,28.2
24005,TX,2007,31.3
24006,TX,2006,33.4
24007,TX,2014,20.2
24008,TX,2013,22.2
24009,TX,2012,23.7
24010,TX,2011,24.4
24011,TX,2010,25.7
24012,TX,2009,25.0
24013,TX,2008,22.6
24014,TX,2007,23.4
24015,TX,2006,25.0
24016,TX,2014,23.0
24017,TX,2013,24.2
24018,TX,2012,23.7
24019,TX,2011,23.7
24020,TX,2010,24.2
24021,TX,2009,29.6
24022,TX,2008,25.6
24023,TX,2007,22.5
24024,TX,2006,25.7
24025,TX,2014,23.0
24026,TX,2013,24.8
24027,TX,2012,25.7
24028,TX,2011,26.9
24029,TX,2010,31.1
24030,TX,2009,31.6
24031,TX,2008,32.3
24032,TX,2007,28.8
24033,TX,2006,31.0
24034,TX,2014,19.6
24035,TX,2013,21.2
24036,TX,2012,21.6
24037,TX,2011,22.5
24038,TX,2010,22.3
24039,TX,2009,22.2
24040,TX,2008,22.8
24041,TX,2007,25.9
24042,TX,2006,25.4
24043,TX,2014,22.2
24044,TX,2013,25.3
24045,TX,2012,23.9
24046,TX,2011,24.9
24047,TX,2010,24.8
24048,TX,2009,23.4
24049,TX,2008,27.3
24050,TX,2007,34.8
24051,TX,2006,31.3
24052,TX,2014,25.7
24053,TX,2013,26.5
24054,TX,2012,26.3
24055,TX,2011,28.5
24056,TX,2010,28.8
24057,TX,2009,28.0
24058,TX,2008,26.1
24059,TX,2007,24.5
24060,TX,2006,25.6
24061,TX,2014,33.8
24062,TX,2013,38.0
24063,TX,2012,38.6
24064,TX,2011,38.9
24065,TX,2010,38.1
24066,TX,2009,38.0
24067,TX,2008,38.9
24068,TX,2007,31.5
24069,TX,2006,31.4
24070,TX,2014,24.0
24071,TX,2013,27.4
24072,TX,2012,28.6
24073,TX,2011,28.0
24074,TX,2010,27.1
24075,TX,2009,29.2
24076,TX,2008,30.0
24077,TX,2007,27.5
24078,TX,2006,28.8
24079,TX,2014,21.0
24080,TX,2013,23.7
24081,TX,2012,24.5
24082,TX,2011,25.7
24083,TX,2010,26.5
24084,TX,2009,26.8
24085,TX,2008,27.4
24086,TX,2007,27.2
24087,TX,2006,27.0
24088,TX,2014,20.8
24089,TX,2013,23.0
24090,TX,2012,23.1
24091,TX,2011,23.7
24092,TX,2010,24.0
24093,TX,2009,21.9
24094,TX,2008,22.5
24095,TX,2007,23.8
24096,TX,2006,25.1
24097,TX,2014,25.2
24098,TX,2013,28.4
24099,TX,2012,28.8
24100,TX,2011,28.9
24101,TX,2010,30.7
24102,TX,2009,28.9
24103,TX,2008,26.8
24104,TX,2007,26.5
24105,TX,2006,27.7
24106,TX,2014,23.1
24107,TX,2013,27.3
24108,TX,2012,28.6
24109,TX,2011,28.8
24110,TX,2010,29.6
24111,TX,2009,28.2
24112,TX,2008,27.7
24113,TX,2007,24.1
24114,TX,2006,24.2
24115,TX,2014,20.0
24116,TX,2013,20.7
24117,TX,2012,22.4
24118,TX,2011,23.1
24119,TX,2010,23.9
24120,TX,2009,25.0
24121,TX,2008,23.9
24122,TX,2007,23.9
24123,TX,2006,22.8
24124,TX,2014,32.4
24125,TX,2013,37.6
24126,TX,2012,37.4
24127,TX,2011,37.5
24128,TX,2010,41.4
24129,TX,2009,42.7
24130,TX,2008,44.5
24131,TX,2007,48.5
24132,TX,2006,44.2
24133,TX,2014,22.1
24134,TX,2013,26.4
24135,TX,2012,25.5
24136,TX,2011,26.0
24137,TX,2010,25.8
24138,TX,2009,26.6
24139,TX,2008,23.3
24140,TX,2007,23.8
24141,TX,2006,23.9
24142,TX,2014,21.5
24143,TX,2013,23.3
24144,TX,2012,23.9
24145,TX,2011,24.4
24146,TX,2010,25.8
24147,TX,2009,24.2
24148,TX,2008,23.8
24149,TX,2007,23.9
24150,TX,2006,23.8
24151,TX,2014,15.1
24152,TX,2013,21.7
24153,TX,2012,21.6
24154,TX,2011,25.4
24155,TX,2010,26.9
24156,TX,2009,28.8
24157,TX,2008,26.4
24158,TX,2007,28.6
24159,TX,2006,30.6
24160,TX,2014,23.6
24161,TX,2013,28.0
24162,TX,2012,25.6
24163,TX,2011,25.8
24164,TX,2010,26.8
24165,TX,2009,26.5
24166,TX,2008,26.1
24167,TX,2007,25.7
24168,TX,2006,26.2
24169,TX,2014,19.7
24170,TX,2013,22.6
24171,TX,2012,23.1
24172,TX,2011,24.1
24173,TX,2010,24.0
24174,TX,2009,25.4
24175,TX,2008,24.9
24176,TX,2007,25.0
24177,TX,2006,25.2
24178,TX,2014,17.8
24179,TX,2013,23.0
24180,TX,2012,23.6
24181,TX,2011,24.9
24182,TX,2010,24.9
24183,TX,2009,23.9
24184,TX,2008,23.5
24185,TX,2007,20.9
24186,TX,2006,21.2
24187,TX,2014,29.3
24188,TX,2013,33.4
24189,TX,2012,30.2
24190,TX,2011,30.5
24191,TX,2010,30.6
24192,TX,2009,33.7
24193,TX,2008,38.5
24194,TX,2007,44.2
24195,TX,2006,44.1
24196,TX,2014,23.1
24197,TX,2013,23.8
24198,TX,2012,25.9
24199,TX,2011,24.1
24200,TX,2010,27.5
24201,TX,2009,24.7
24202,TX,2008,22.8
24203,TX,2007,22.7
24204,TX,2006,24.1
24205,TX,2014,24.4
24206,TX,2013,27.1
24207,TX,2012,28.1
24208,TX,2011,28.0
24209,TX,2010,30.0
24210,TX,2009,28.8
24211,TX,2008,28.2
24212,TX,2007,19.0
24213,TX,2006,24.7
24214,TX,2014,20.4
24215,TX,2013,22.6
24216,TX,2012,23.5
24217,TX,2011,22.8
24218,TX,2010,23.9
24219,TX,2009,25.5
24220,TX,2008,25.1
24221,TX,2007,24.4
24222,TX,2006,26.1
24223,TX,2014,20.6
24224,TX,2013,24.2
24225,TX,2012,25.5
24226,TX,2011,26.1
24227,TX,2010,24.9
24228,TX,2009,23.9
24229,TX,2008,25.2
24230,TX,2007,24.8
24231,TX,2006,23.3
24232,TX,2014,21.2
24233,TX,2013,26.4
24234,TX,2012,26.9
24235,TX,2011,26.4
24236,TX,2010,25.6
24237,TX,2009,27.4
24238,TX,2008,27.2
24239,TX,2007,22.8
24240,TX,2006,21.9
24241,TX,2014,17.4
24242,TX,2013,19.4
24243,TX,2012,20.2
24244,TX,2011,21.8
24245,TX,2010,23.2
24246,TX,2009,29.0
24247,TX,2008,28.9
24248,TX,2007,25.4
24249,TX,2006,24.9
24250,TX,2014,20.6
24251,TX,2013,23.0
24252,TX,2012,23.9
24253,TX,2011,24.0
24254,TX,2010,23.7
24255,TX,2009,24.4
24256,TX,2008,25.8
24257,TX,2007,24.7
24258,TX,2006,23.9
24259,TX,2014,17.0
24260,TX,2013,20.5
24261,TX,2012,19.2
24262,TX,2011,20.1
24263,TX,2010,19.1
24264,TX,2009,19.6
24265,TX,2008,19.8
24266,TX,2007,27.0
24267,TX,2006,27.2
24268,TX,2014,25.7
24269,TX,2013,22.1
24270,TX,2012,19.6
24271,TX,2011,21.1
24272,TX,2010,25.6
24273,TX,2009,34.4
24274,TX,2008,45.4
24275,TX,2007,49.5
24276,TX,2006,39.1
24277,TX,2014,21.1
24278,TX,2013,27.9
24279,TX,2012,22.8
24280,TX,2011,20.0
24281,TX,2010,24.5
24282,TX,2009,26.9
24283,TX,2008,31.4
24284,TX,2007,31.7
24285,TX,2006,34.3
24286,TX,2014,23.0
24287,TX,2013,25.7
24288,TX,2012,26.1
24289,TX,2011,26.7
24290,TX,2010,27.8
24291,TX,2009,28.0
24292,TX,2008,26.4
24293,TX,2007,27.0
24294,TX,2006,27.1
24295,TX,2014,28.0
24296,TX,2013,32.2
24297,TX,2012,32.8
24298,TX,2011,33.0
24299,TX,2010,33.6
24300,TX,2009,34.6
24301,TX,2008,36.0
24302,TX,2007,33.2
24303,TX,2006,32.6
24304,TX,2014,22.3
24305,TX,2013,20.8
24306,TX,2012,17.6
24307,TX,2011,16.5
24308,TX,2010,18.5
24309,TX,2009,27.8
24310,TX,2008,26.0
24311,TX,2007,25.8
24312,TX,2006,28.8
24313,TX,2014,25.0
24314,TX,2013,26.5
24315,TX,2012,23.9
24316,TX,2011,26.5
24317,TX,2010,28.1
24318,TX,2009,31.3
24319,TX,2008,31.6
24320,TX,2007,28.6
24321,TX,2006,32.0
24322,TX,2014,23.7
24323,TX,2013,25.1
24324,TX,2012,25.3
24325,TX,2011,24.7
24326,TX,2010,25.7
24327,TX,2009,25.7
24328,TX,2008,26.6
24329,TX,2007,25.9
24330,TX,2006,26.9
24331,TX,2014,28.0
24332,TX,2013,31.9
24333,TX,2012,30.9
24334,TX,2011,33.5
24335,TX,2010,32.0
24336,TX,2009,33.8
24337,TX,2008,30.5
24338,TX,2007,29.0
24339,TX,2006,33.7
24340,TX,2014,22.6
24341,TX,2013,25.2
24342,TX,2012,25.3
24343,TX,2011,24.6
24344,TX,2010,25.0
24345,TX,2009,24.5
24346,TX,2008,22.5
24347,TX,2007,19.8
24348,TX,2006,20.5
24349,TX,2014,26.0
24350,TX,2013,29.8
24351,TX,2012,28.2
24352,TX,2011,29.9
24353,TX,2010,30.8
24354,TX,2009,29.7
24355,TX,2008,28.5
24356,TX,2007,28.4
24357,TX,2006,28.4
24358,TX,2014,23.7
24359,TX,2013,26.5
24360,TX,2012,25.3
24361,TX,2011,27.3
24362,TX,2010,28.1
24363,TX,2009,27.7
24364,TX,2008,26.6
24365,TX,2007,28.5
24366,TX,2006,28.0
24367,TX,2014,25.2
24368,TX,2013,25.8
24369,TX,2012,26.4
24370,TX,2011,28.0
24371,TX,2010,28.8
24372,TX,2009,29.4
24373,TX,2008,30.9
24374,TX,2007,18.8
24375,TX,2006,22.0
24376,TX,2014,21.4
24377,TX,2013,23.6
24378,TX,2012,23.7
24379,TX,2011,24.3
24380,TX,2010,24.9
24381,TX,2009,24.2
24382,TX,2008,22.9
24383,TX,2007,23.6
24384,TX,2006,25.2
24385,TX,2014,20.8
24386,TX,2013,26.5
24387,TX,2012,24.7
24388,TX,2011,26.4
24389,TX,2010,29.7
24390,TX,2009,27.3
24391,TX,2008,26.6
24392,TX,2007,27.6
24393,TX,2006,27.2
24394,TX,2014,25.0
24395,TX,2013,28.9
24396,TX,2012,27.2
24397,TX,2011,28.7
24398,TX,2010,27.6
24399,TX,2009,27.4
24400,TX,2008,24.5
24401,TX,2007,28.5
24402,TX,2006,30.3
24403,TX,2014,23.5
24404,TX,2013,26.3
24405,TX,2012,27.0
24406,TX,2011,27.3
24407,TX,2010,26.3
24408,TX,2009,26.6
24409,TX,2008,27.5
24410,TX,2007,25.7
24411,TX,2006,24.7
24412,TX,2014,23.5
24413,TX,2013,24.6
24414,TX,2012,24.8
24415,TX,2011,25.0
24416,TX,2010,26.0
24417,TX,2009,27.3
24418,TX,2008,26.1
24419,TX,2007,24.0
24420,TX,2006,23.4
24421,TX,2014,26.5
24422,TX,2013,30.7
24423,TX,2012,28.6
24424,TX,2011,30.9
24425,TX,2010,30.9
24426,TX,2009,28.9
24427,TX,2008,30.1
24428,TX,2007,35.8
24429,TX,2006,35.8
24430,TX,2014,19.3
24431,TX,2013,22.7
24432,TX,2012,22.4
24433,TX,2011,22.8
24434,TX,2010,24.2
24435,TX,2009,27.9
24436,TX,2008,27.6
24437,TX,2007,25.3
24438,TX,2006,27.8
24439,TX,2014,22.3
24440,TX,2013,25.5
24441,TX,2012,24.8
24442,TX,2011,24.3
24443,TX,2010,24.1
24444,TX,2009,24.4
24445,TX,2008,22.9
24446,TX,2007,23.1
24447,TX,2006,26.2
24448,TX,2014,16.0
24449,TX,2013,17.4
24450,TX,2012,19.8
24451,TX,2011,21.3
24452,TX,2010,26.7
24453,TX,2009,25.9
24454,TX,2008,26.2
24455,TX,2007,33.9
24456,TX,2006,31.8
24457,TX,2014,18.7
24458,TX,2013,22.7
24459,TX,2012,21.6
24460,TX,2011,23.4
24461,TX,2010,22.6
24462,TX,2009,23.5
24463,TX,2008,21.3
24464,TX,2007,26.4
24465,TX,2006,29.4
24466,TX,2014,23.4
24467,TX,2013,26.7
24468,TX,2012,26.1
24469,TX,2011,26.3
24470,TX,2010,28.8
24471,TX,2009,30.6
24472,TX,2008,32.0
24473,TX,2007,29.6
24474,TX,2006,29.6
24475,TX,2014,22.7
24476,TX,2013,27.8
24477,TX,2012,27.0
24478,TX,2011,27.7
24479,TX,2010,28.8
24480,TX,2009,29.6
24481,TX,2008,30.1
24482,TX,2007,25.8
24483,TX,2006,26.5
24484,TX,2014,21.0
24485,TX,2013,23.2
24486,TX,2012,23.7
24487,TX,2011,24.5
24488,TX,2010,23.9
24489,TX,2009,22.9
24490,TX,2008,23.9
24491,TX,2007,26.2
24492,TX,2006,27.3
24493,TX,2014,15.5
24494,TX,2013,18.2
24495,TX,2012,21.3
24496,TX,2011,24.6
24497,TX,2010,21.5
24498,TX,2009,26.7
24499,TX,2008,29.2
24500,TX,2007,31.8
24501,TX,2006,41.1
24502,TX,2014,24.0
24503,TX,2013,28.3
24504,TX,2012,28.8
24505,TX,2011,31.0
24506,TX,2010,31.9
24507,TX,2009,30.4
24508,TX,2008,28.0
24509,TX,2007,28.8
24510,TX,2006,28.7
24511,TX,2014,21.2
24512,TX,2013,25.3
24513,TX,2012,26.3
24514,TX,2011,26.0
24515,TX,2010,27.4
24516,TX,2009,27.7
24517,TX,2008,24.5
24518,TX,2007,23.1
24519,TX,2006,24.6
24520,TX,2014,21.1
24521,TX,2013,25.3
24522,TX,2012,26.4
24523,TX,2011,27.2
24524,TX,2010,25.5
24525,TX,2009,29.2
24526,TX,2008,30.3
24527,TX,2007,29.4
24528,TX,2006,29.3
24529,TX,2014,34.0
24530,TX,2013,40.0
24531,TX,2012,30.7
24532,TX,2011,27.1
24533,TX,2010,31.0
24534,TX,2009,35.4
24535,TX,2008,34.0
24536,TX,2007,36.2
24537,TX,2006,43.5
24538,TX,2014,22.0
24539,TX,2013,25.7
24540,TX,2012,26.7
24541,TX,2011,27.8
24542,TX,2010,28.5
24543,TX,2009,29.3
24544,TX,2008,27.2
24545,TX,2007,27.1
24546,TX,2006,27.1
24547,TX,2014,30.7
24548,TX,2013,33.8
24549,TX,2012,34.3
24550,TX,2011,35.1
24551,TX,2010,33.9
24552,TX,2009,35.0
24553,TX,2008,35.6
24554,TX,2007,31.5
24555,TX,2006,30.9
24556,TX,2014,20.1
24557,TX,2013,23.6
24558,TX,2012,24.4
24559,TX,2011,25.4
24560,TX,2010,25.3
24561,TX,2009,26.5
24562,TX,2008,26.8
24563,TX,2007,26.2
24564,TX,2006,26.7
24565,TX,2014,31.5
24566,TX,2013,36.3
24567,TX,2012,32.7
24568,TX,2011,34.3
24569,TX,2010,38.5
24570,TX,2009,38.1
24571,TX,2008,38.2
24572,TX,2007,36.2
24573,TX,2006,40.2
24574,TX,2014,19.1
24575,TX,2013,21.8
24576,TX,2012,22.1
24577,TX,2011,23.7
24578,TX,2010,24.4
24579,TX,2009,23.8
