,state,Year,Uninsured: %
5456,ID,2007,24.7
5457,ID,2006,27.2
5458,ID,2014,20.8
5459,ID,2013,25.3
5460,ID,2012,24.3
5461,ID,2011,25.2
5462,ID,2010,26.3
5463,ID,2009,25.3
5464,ID,2008,22.8
5465,ID,2007,17.5
5466,ID,2006,20.0
5467,IL,2014,11.2
5468,IL,2013,14.6
5469,IL,2012,14.6
5470,IL,2011,14.8
5471,IL,2010,15.6
5472,IL,2009,15.0
5473,IL,2008,13.9
5474,IL,2007,14.9
5475,IL,2006,16.0
5476,IL,2014,8.1
5477,IL,2013,10.6
5478,IL,2012,11.0
5479,IL,2011,12.0
5480,IL,2010,12.1
5481,IL,2009,11.4
5482,IL,2008,10.8
5483,IL,2007,12.6
5484,IL,2006,13.2
5485,IL,2014,10.5
5486,IL,2013,13.9
5487,IL,2012,13.5
5488,IL,2011,14.0
5489,IL,2010,13.8
5490,IL,2009,14.7
5491,IL,2008,14.0
5492,IL,2007,9.8
5493,IL,2006,9.2
5494,IL,2014,9.2
5495,IL,2013,11.3
5496,IL,2012,11.3
5497,IL,2011,11.3
5498,IL,2010,12.5
5499,IL,2009,13.6
5500,IL,2008,13.7
5501,IL,2007,12.4
5502,IL,2006,12.2
5503,IL,2014,10.7
5504,IL,2013,14.4
5505,IL,2012,14.0
5506,IL,2011,14.7
5507,IL,2010,14.4
5508,IL,2009,13.3
5509,IL,2008,13.3
5510,IL,2007,14.9
5511,IL,2006,17.6
5512,IL,2014,7.0
5513,IL,2013,10.4
5514,IL,2012,11.0
5515,IL,2011,10.6
5516,IL,2010,12.1
5517,IL,2009,17.1
5518,IL,2008,16.2
5519,IL,2007,11.6
5520,IL,2006,11.3
5521,IL,2014,9.6
5522,IL,2013,13.0
5523,IL,2012,13.6
5524,IL,2011,12.9
5525,IL,2010,13.9
5526,IL,2009,12.3
5527,IL,2008,12.9
5528,IL,2007,14.1
5529,IL,2006,15.1
5530,IL,2014,8.6
5531,IL,2013,13.3
5532,IL,2012,13.5
5533,IL,2011,13.5
5534,IL,2010,14.5
5535,IL,2009,13.6
5536,IL,2008,14.6
5537,IL,2007,16.2
5538,IL,2006,20.1
5539,IL,2014,9.8
5540,IL,2013,13.4
5541,IL,2012,12.9
5542,IL,2011,13.5
5543,IL,2010,14.1
5544,IL,2009,14.2
5545,IL,2008,13.5
5546,IL,2007,15.2
5547,IL,2006,15.3
5548,IL,2014,12.0
5549,IL,2013,15.7
5550,IL,2012,16.2
5551,IL,2011,16.1
5552,IL,2010,15.6
5553,IL,2009,15.2
5554,IL,2008,14.3
5555,IL,2007,17.5
5556,IL,2006,20.1
5557,IL,2014,9.4
5558,IL,2013,12.6
5559,IL,2012,12.1
5560,IL,2011,13.0
5561,IL,2010,15.0
5562,IL,2009,11.9
5563,IL,2008,11.2
5564,IL,2007,18.3
5565,IL,2006,20.3
5566,IL,2014,8.6
5567,IL,2013,11.5
5568,IL,2012,12.0
5569,IL,2011,12.1
5570,IL,2010,12.8
5571,IL,2009,12.1
5572,IL,2008,11.2
5573,IL,2007,11.0
5574,IL,2006,10.8
5575,IL,2014,8.5
5576,IL,2013,11.7
5577,IL,2012,11.3
5578,IL,2011,12.1
5579,IL,2010,13.3
5580,IL,2009,12.8
5581,IL,2008,11.7
5582,IL,2007,12.9
5583,IL,2006,12.7
5584,IL,2014,8.8
5585,IL,2013,12.4
5586,IL,2012,12.3
5587,IL,2011,12.8
5588,IL,2010,13.8
5589,IL,2009,13.5
5590,IL,2008,12.7
5591,IL,2007,13.7
5592,IL,2006,14.0
5593,IL,2014,7.6
5594,IL,2013,9.6
5595,IL,2012,9.5
5596,IL,2011,10.7
5597,IL,2010,11.8
5598,IL,2009,11.7
5599,IL,2008,11.8
5600,IL,2007,14.4
5601,IL,2006,14.4
5602,IL,2014,8.9
5603,IL,2013,13.3
5604,IL,2012,13.2
5605,IL,2011,13.3
5606,IL,2010,13.8
5607,IL,2009,12.2
5608,IL,2008,11.8
5609,IL,2007,15.0
5610,IL,2006,17.0
5611,IL,2014,14.1
5612,IL,2013,18.4
5613,IL,2012,18.2
5614,IL,2011,18.8
5615,IL,2010,19.7
5616,IL,2009,18.9
5617,IL,2008,17.3
5618,IL,2007,17.4
5619,IL,2006,18.7
5620,IL,2014,8.7
5621,IL,2013,11.7
5622,IL,2012,12.2
5623,IL,2011,12.7
5624,IL,2010,12.6
5625,IL,2009,13.3
5626,IL,2008,12.8
5627,IL,2007,13.3
5628,IL,2006,12.6
5629,IL,2014,8.2
5630,IL,2013,11.6
5631,IL,2012,11.7
5632,IL,2011,12.6
5633,IL,2010,13.7
5634,IL,2009,12.8
5635,IL,2008,12.8
5636,IL,2007,16.2
5637,IL,2006,16.6
5638,IL,2014,9.2
5639,IL,2013,13.0
5640,IL,2012,12.9
5641,IL,2011,13.2
5642,IL,2010,13.7
5643,IL,2009,13.1
5644,IL,2008,12.1
5645,IL,2007,17.4
5646,IL,2006,19.3
5647,IL,2014,7.8
5648,IL,2013,10.4
5649,IL,2012,10.2
5650,IL,2011,11.1
5651,IL,2010,11.4
5652,IL,2009,11.6
5653,IL,2008,11.3
5654,IL,2007,11.9
5655,IL,2006,12.0
5656,IL,2014,12.4
5657,IL,2013,16.3
5658,IL,2012,15.8
5659,IL,2011,17.6
5660,IL,2010,17.1
5661,IL,2009,15.8
5662,IL,2008,15.7
5663,IL,2007,16.6
5664,IL,2006,16.1
5665,IL,2014,8.6
5666,IL,2013,10.7
5667,IL,2012,11.1
5668,IL,2011,10.7
5669,IL,2010,11.0
5670,IL,2009,10.5
5671,IL,2008,9.5
5672,IL,2007,11.3
5673,IL,2006,12.4
5674,IL,2014,9.0
5675,IL,2013,12.0
5676,IL,2012,11.8
5677,IL,2011,12.0
5678,IL,2010,13.4
5679,IL,2009,14.6
5680,IL,2008,12.6
5681,IL,2007,11.6
5682,IL,2006,12.4
5683,IL,2014,9.0
5684,IL,2013,11.6
5685,IL,2012,11.8
5686,IL,2011,11.9
5687,IL,2010,13.0
5688,IL,2009,12.1
5689,IL,2008,12.3
5690,IL,2007,16.8
5691,IL,2006,16.6
5692,IL,2014,7.6
5693,IL,2013,10.1
5694,IL,2012,10.7
5695,IL,2011,10.8
5696,IL,2010,12.0
5697,IL,2009,11.7
5698,IL,2008,11.5
5699,IL,2007,14.1
5700,IL,2006,13.7
5701,IL,2014,10.5
5702,IL,2013,14.0
5703,IL,2012,14.2
5704,IL,2011,14.1
5705,IL,2010,14.2
5706,IL,2009,15.6
5707,IL,2008,14.1
5708,IL,2007,14.2
5709,IL,2006,12.8
5710,IL,2014,8.9
5711,IL,2013,10.8
5712,IL,2012,11.2
5713,IL,2011,11.2
5714,IL,2010,12.5
5715,IL,2009,11.6
5716,IL,2008,11.4
5717,IL,2007,12.9
5718,IL,2006,13.4
5719,IL,2014,10.1
5720,IL,2013,13.4
5721,IL,2012,13.4
5722,IL,2011,13.7
5723,IL,2010,14.5
5724,IL,2009,15.5
5725,IL,2008,15.2
5726,IL,2007,14.9
5727,IL,2006,16.9
5728,IL,2014,9.8
5729,IL,2013,12.8
5730,IL,2012,12.4
5731,IL,2011,12.0
5732,IL,2010,13.6
5733,IL,2009,13.8
5734,IL,2008,13.7
5735,IL,2007,13.4
5736,IL,2006,13.0
5737,IL,2014,10.2
5738,IL,2013,13.4
5739,IL,2012,14.3
5740,IL,2011,14.5
5741,IL,2010,15.3
5742,IL,2009,16.0
5743,IL,2008,15.8
5744,IL,2007,15.9
5745,IL,2006,16.8
5746,IL,2014,9.2
5747,IL,2013,12.9
5748,IL,2012,12.7
5749,IL,2011,13.3
5750,IL,2010,13.8
5751,IL,2009,13.6
5752,IL,2008,14.5
5753,IL,2007,13.7
5754,IL,2006,14.4
5755,IL,2014,7.6
5756,IL,2013,9.8
5757,IL,2012,10.4
5758,IL,2011,10.4
5759,IL,2010,11.1
5760,IL,2009,10.1
5761,IL,2008,10.8
5762,IL,2007,13.4
5763,IL,2006,11.9
5764,IL,2014,9.4
5765,IL,2013,13.3
5766,IL,2012,12.8
5767,IL,2011,13.6
5768,IL,2010,14.1
5769,IL,2009,14.9
5770,IL,2008,15.5
5771,IL,2007,13.3
5772,IL,2006,15.9
5773,IL,2014,8.8
5774,IL,2013,13.5
5775,IL,2012,12.3
5776,IL,2011,12.7
5777,IL,2010,14.1
5778,IL,2009,12.1
5779,IL,2008,11.8
5780,IL,2007,13.8
5781,IL,2006,14.0
5782,IL,2014,9.9
5783,IL,2013,13.4
5784,IL,2012,13.4
5785,IL,2011,13.3
5786,IL,2010,13.3
5787,IL,2009,15.0
5788,IL,2008,15.0
5789,IL,2007,12.1
5790,IL,2006,16.6
5791,IL,2014,9.8
5792,IL,2013,13.2
5793,IL,2012,13.9
5794,IL,2011,15.3
5795,IL,2010,16.5
5796,IL,2009,15.4
5797,IL,2008,16.2
5798,IL,2007,16.7
5799,IL,2006,18.6
5800,IL,2014,7.7
5801,IL,2013,10.9
5802,IL,2012,10.9
5803,IL,2011,11.4
5804,IL,2010,11.3
5805,IL,2009,12.0
5806,IL,2008,11.5
5807,IL,2007,13.3
5808,IL,2006,13.8
5809,IL,2014,10.1
5810,IL,2013,13.0
5811,IL,2012,12.9
5812,IL,2011,12.5
5813,IL,2010,13.1
5814,IL,2009,12.7
5815,IL,2008,13.4
5816,IL,2007,15.1
5817,IL,2006,16.2
5818,IL,2014,11.4
5819,IL,2013,14.1
5820,IL,2012,15.2
5821,IL,2011,14.8
5822,IL,2010,17.1
5823,IL,2009,15.2
5824,IL,2008,13.6
5825,IL,2007,23.6
5826,IL,2006,24.5
5827,IL,2014,8.8
5828,IL,2013,12.6
5829,IL,2012,12.6
5830,IL,2011,13.3
5831,IL,2010,14.0
5832,IL,2009,12.7
5833,IL,2008,12.7
5834,IL,2007,15.1
5835,IL,2006,15.4
5836,IL,2014,8.1
5837,IL,2013,12.6
5838,IL,2012,11.9
5839,IL,2011,12.3
5840,IL,2010,13.4
5841,IL,2009,13.3
5842,IL,2008,12.9
5843,IL,2007,12.7
5844,IL,2006,13.3
5845,IL,2014,8.2
5846,IL,2013,10.3
5847,IL,2012,11.5
5848,IL,2011,11.7
5849,IL,2010,12.2
5850,IL,2009,11.8
5851,IL,2008,12.5
5852,IL,2007,12.4
5853,IL,2006,13.1
5854,IL,2014,9.5
5855,IL,2013,13.5
5856,IL,2012,13.7
5857,IL,2011,13.7
5858,IL,2010,14.0
5859,IL,2009,12.8
5860,IL,2008,12.3
5861,IL,2007,14.8
5862,IL,2006,16.6
5863,IL,2014,8.6
5864,IL,2013,13.2
5865,IL,2012,12.5
5866,IL,2011,12.9
5867,IL,2010,13.1
5868,IL,2009,15.9
5869,IL,2008,15.5
5870,IL,2007,16.0
5871,IL,2006,16.0
5872,IL,2014,12.1
5873,IL,2013,15.8
5874,IL,2012,15.6
5875,IL,2011,15.0
5876,IL,2010,15.1
5877,IL,2009,15.2
5878,IL,2008,14.4
5879,IL,2007,16.0
5880,IL,2006,16.1
5881,IL,2014,9.6
5882,IL,2013,12.3
5883,IL,2012,13.7
5884,IL,2011,13.3
5885,IL,2010,14.5
5886,IL,2009,14.6
5887,IL,2008,12.8
5888,IL,2007,13.1
5889,IL,2006,12.5
5890,IL,2014,6.8
5891,IL,2013,9.1
5892,IL,2012,9.5
5893,IL,2011,9.4
5894,IL,2010,11.2
5895,IL,2009,10.0
5896,IL,2008,10.8
5897,IL,2007,13.2
5898,IL,2006,12.4
5899,IL,2014,9.4
5900,IL,2013,12.6
5901,IL,2012,12.4
5902,IL,2011,12.5
5903,IL,2010,13.6
5904,IL,2009,13.3
5905,IL,2008,12.4
5906,IL,2007,11.4
5907,IL,2006,12.1
5908,IL,2014,9.9
5909,IL,2013,12.8
5910,IL,2012,12.1
5911,IL,2011,12.3
5912,IL,2010,13.0
5913,IL,2009,11.9
5914,IL,2008,11.7
5915,IL,2007,13.1
5916,IL,2006,15.5
5917,IL,2014,8.9
5918,IL,2013,12.6
5919,IL,2012,12.4
5920,IL,2011,12.4
5921,IL,2010,13.4
5922,IL,2009,12.5
5923,IL,2008,13.0
5924,IL,2007,13.6
5925,IL,2006,14.6
5926,IL,2014,8.9
5927,IL,2013,12.2
5928,IL,2012,12.9
5929,IL,2011,12.3
5930,IL,2010,14.3
5931,IL,2009,13.8
5932,IL,2008,13.6
5933,IL,2007,13.8
5934,IL,2006,14.3
5935,IL,2014,8.5
5936,IL,2013,11.4
5937,IL,2012,11.8
5938,IL,2011,11.5
5939,IL,2010,12.6
5940,IL,2009,13.5
5941,IL,2008,12.0
5942,IL,2007,11.3
5943,IL,2006,12.6
5944,IL,2014,7.7
5945,IL,2013,10.1
5946,IL,2012,10.4
5947,IL,2011,11.0
5948,IL,2010,11.6
5949,IL,2009,11.7
5950,IL,2008,12.0
5951,IL,2007,12.3
5952,IL,2006,11.7
5953,IL,2014,7.4
5954,IL,2013,10.1
5955,IL,2012,10.4
5956,IL,2011,10.8
5957,IL,2010,11.4
5958,IL,2009,12.3
5959,IL,2008,11.6
5960,IL,2007,11.9
5961,IL,2006,11.0
5962,IL,2014,9.2
5963,IL,2013,14.0
5964,IL,2012,12.8
5965,IL,2011,13.3
5966,IL,2010,17.3
5967,IL,2009,13.7
5968,IL,2008,12.2
5969,IL,2007,19.2
5970,IL,2006,21.8
5971,IL,2014,8.7
5972,IL,2013,11.0
5973,IL,2012,11.1
5974,IL,2011,10.9
5975,IL,2010,11.7
5976,IL,2009,11.4
5977,IL,2008,9.7
5978,IL,2007,13.3
5979,IL,2006,13.1
5980,IL,2014,6.5
5981,IL,2013,9.4
5982,IL,2012,9.6
5983,IL,2011,9.9
5984,IL,2010,10.6
5985,IL,2009,9.8
5986,IL,2008,8.8
5987,IL,2007,12.1
5988,IL,2006,13.7
5989,IL,2014,8.2
5990,IL,2013,10.7
5991,IL,2012,11.9
5992,IL,2011,12.2
5993,IL,2010,12.2
5994,IL,2009,12.4
5995,IL,2008,11.4
5996,IL,2007,11.5
5997,IL,2006,11.2
5998,IL,2014,8.2
5999,IL,2013,11.9
6000,IL,2012,11.7
6001,IL,2011,12.0
6002,IL,2010,12.0
6003,IL,2009,12.3
6004,IL,2008,12.7
6005,IL,2007,12.6
6006,IL,2006,14.4
6007,IL,2014,7.8
6008,IL,2013,10.2
6009,IL,2012,11.3
6010,IL,2011,11.7
6011,IL,2010,11.6
6012,IL,2009,11.4
6013,IL,2008,10.4
6014,IL,2007,11.1
6015,IL,2006,15.7
6016,IL,2014,9.4
6017,IL,2013,12.4
6018,IL,2012,12.8
6019,IL,2011,12.6
6020,IL,2010,13.6
6021,IL,2009,12.9
6022,IL,2008,12.9
6023,IL,2007,11.6
6024,IL,2006,12.0
6025,IL,2014,8.4
6026,IL,2013,11.1
6027,IL,2012,11.3
6028,IL,2011,11.6
6029,IL,2010,13.6
6030,IL,2009,11.1
6031,IL,2008,11.0
6032,IL,2007,12.6
6033,IL,2006,12.4
6034,IL,2014,9.6
6035,IL,2013,12.2
6036,IL,2012,12.7
6037,IL,2011,12.9
6038,IL,2010,13.9
6039,IL,2009,12.8
6040,IL,2008,13.6
6041,IL,2007,12.8
6042,IL,2006,11.7
6043,IL,2014,9.0
6044,IL,2013,11.4
6045,IL,2012,12.4
6046,IL,2011,12.5
6047,IL,2010,12.9
6048,IL,2009,13.0
6049,IL,2008,12.3
6050,IL,2007,10.5
6051,IL,2006,11.1
6052,IL,2014,7.4
6053,IL,2013,10.0
6054,IL,2012,10.5
6055,IL,2011,10.7
6056,IL,2010,11.2
6057,IL,2009,10.3
6058,IL,2008,11.0
6059,IL,2007,13.4
6060,IL,2006,13.4
6061,IL,2014,7.2
6062,IL,2013,10.6
6063,IL,2012,11.1
6064,IL,2011,10.9
6065,IL,2010,11.9
6066,IL,2009,11.6
6067,IL,2008,12.1
6068,IL,2007,13.7
6069,IL,2006,13.8
6070,IL,2014,6.0
6071,IL,2013,7.7
6072,IL,2012,8.3
6073,IL,2011,8.2
6074,IL,2010,9.2
6075,IL,2009,8.2
6076,IL,2008,8.4
6077,IL,2007,11.5
6078,IL,2006,12.1
6079,IL,2014,8.0
6080,IL,2013,11.8
6081,IL,2012,11.0
6082,IL,2011,10.7
6083,IL,2010,13.0
6084,IL,2009,14.1
6085,IL,2008,13.0
6086,IL,2007,13.4
6087,IL,2006,12.7
6088,IL,2014,8.7
6089,IL,2013,10.8
6090,IL,2012,11.6
6091,IL,2011,11.2
6092,IL,2010,12.1
6093,IL,2009,11.9
6094,IL,2008,11.5
6095,IL,2007,11.7
6096,IL,2006,11.4
6097,IL,2014,10.1
6098,IL,2013,12.7
6099,IL,2012,13.4
6100,IL,2011,12.4
6101,IL,2010,14.2
6102,IL,2009,13.4
6103,IL,2008,12.3
6104,IL,2007,13.2
6105,IL,2006,12.4
6106,IL,2014,9.2
6107,IL,2013,11.7
6108,IL,2012,12.0
6109,IL,2011,12.0
6110,IL,2010,12.6
6111,IL,2009,12.7
6112,IL,2008,12.0
6113,IL,2007,13.7
6114,IL,2006,15.2
6115,IL,2014,8.9
6116,IL,2013,11.2
6117,IL,2012,12.2
6118,IL,2011,11.5
6119,IL,2010,12.4
6120,IL,2009,12.3
6121,IL,2008,10.4
6122,IL,2007,11.4
6123,IL,2006,11.5
6124,IL,2014,8.7
6125,IL,2013,11.8
6126,IL,2012,12.3
6127,IL,2011,13.2
6128,IL,2010,13.3
6129,IL,2009,14.5
6130,IL,2008,13.8
6131,IL,2007,13.1
6132,IL,2006,11.6
6133,IL,2014,6.9
6134,IL,2013,9.2
6135,IL,2012,9.1
6136,IL,2011,9.9
6137,IL,2010,11.2
6138,IL,2009,10.6
6139,IL,2008,11.5
6140,IL,2007,14.0
6141,IL,2006,13.6
6142,IL,2014,10.9
6143,IL,2013,14.9
6144,IL,2012,14.2
6145,IL,2011,14.4
6146,IL,2010,15.0
6147,IL,2009,15.9
6148,IL,2008,13.8
6149,IL,2007,14.5
6150,IL,2006,15.7
6151,IL,2014,10.7
6152,IL,2013,14.8
6153,IL,2012,14.0
6154,IL,2011,13.9
6155,IL,2010,15.1
6156,IL,2009,16.1
6157,IL,2008,15.7
6158,IL,2007,14.2
6159,IL,2006,17.0
6160,IL,2014,10.2
6161,IL,2013,14.2
6162,IL,2012,14.0
6163,IL,2011,15.4
6164,IL,2010,16.3
6165,IL,2009,14.2
6166,IL,2008,15.1
6167,IL,2007,14.1
6168,IL,2006,13.4
6169,IL,2014,8.2
6170,IL,2013,12.8
6171,IL,2012,12.5
6172,IL,2011,11.6
6173,IL,2010,12.6
6174,IL,2009,11.2
6175,IL,2008,12.1
6176,IL,2007,15.1
6177,IL,2006,15.3
6178,IL,2014,8.3
6179,IL,2013,10.9
6180,IL,2012,11.1
6181,IL,2011,11.1
6182,IL,2010,11.7
6183,IL,2009,13.9
6184,IL,2008,12.8
6185,IL,2007,12.6
6186,IL,2006,11.6
6187,IL,2014,8.3
6188,IL,2013,11.8
6189,IL,2012,12.7
6190,IL,2011,12.6
6191,IL,2010,12.9
6192,IL,2009,13.6
6193,IL,2008,12.8
6194,IL,2007,13.8
6195,IL,2006,14.0
6196,IL,2014,10.5
6197,IL,2013,13.4
6198,IL,2012,13.1
6199,IL,2011,13.0
6200,IL,2010,14.2
6201,IL,2009,13.3
6202,IL,2008,12.5
6203,IL,2007,14.0
6204,IL,2006,14.5
6205,IL,2014,9.0
6206,IL,2013,11.8
6207,IL,2012,12.4
6208,IL,2011,11.6
6209,IL,2010,12.3
6210,IL,2009,12.8
6211,IL,2008,12.1
6212,IL,2007,12.7
6213,IL,2006,12.9
6214,IL,2014,10.2
6215,IL,2013,12.6
6216,IL,2012,13.2
6217,IL,2011,13.1
6218,IL,2010,12.6
6219,IL,2009,13.2
6220,IL,2008,12.0
6221,IL,2007,10.5
6222,IL,2006,11.6
6223,IL,2014,7.7
6224,IL,2013,10.0
6225,IL,2012,11.0
6226,IL,2011,11.2
6227,IL,2010,11.2
6228,IL,2009,10.3
6229,IL,2008,10.5
6230,IL,2007,10.4
6231,IL,2006,10.8
6232,IL,2014,10.1
6233,IL,2013,14.8
6234,IL,2012,14.8
6235,IL,2011,15.2
6236,IL,2010,15.3
6237,IL,2009,14.1
6238,IL,2008,13.7
6239,IL,2007,14.4
6240,IL,2006,15.1
6241,IL,2014,9.2
6242,IL,2013,12.8
6243,IL,2012,12.4
6244,IL,2011,11.9
6245,IL,2010,12.9
6246,IL,2009,12.2
6247,IL,2008,14.1
6248,IL,2007,17.1
6249,IL,2006,16.7
6250,IL,2014,8.7
6251,IL,2013,12.0
6252,IL,2012,12.1
6253,IL,2011,13.6
6254,IL,2010,12.5
6255,IL,2009,11.9
6256,IL,2008,11.9
6257,IL,2007,14.4
6258,IL,2006,14.3
6259,IL,2014,9.0
6260,IL,2013,11.9
6261,IL,2012,11.9
6262,IL,2011,12.2
6263,IL,2010,12.3
6264,IL,2009,12.2
6265,IL,2008,14.4
6266,IL,2007,17.3
6267,IL,2006,16.9
6268,IL,2014,8.2
6269,IL,2013,11.5
6270,IL,2012,12.8
6271,IL,2011,12.2
6272,IL,2010,13.0
6273,IL,2009,12.4
6274,IL,2008,10.8
6275,IL,2007,11.4
6276,IL,2006,13.4
6277,IL,2014,6.3
6278,IL,2013,9.6
6279,IL,2012,9.6
6280,IL,2011,10.1
6281,IL,2010,10.0
6282,IL,2009,10.0
6283,IL,2008,10.3
6284,IL,2007,11.5
6285,IL,2006,11.3
6286,IL,2014,10.6
6287,IL,2013,14.9
6288,IL,2012,14.1
6289,IL,2011,14.1
6290,IL,2010,13.8
6291,IL,2009,14.5
6292,IL,2008,13.8
6293,IL,2007,13.3
6294,IL,2006,13.9
6295,IL,2014,8.8
6296,IL,2013,12.2
6297,IL,2012,12.7
6298,IL,2011,12.5
6299,IL,2010,13.6
6300,IL,2009,12.7
6301,IL,2008,13.0
6302,IL,2007,10.7
6303,IL,2006,11.3
6304,IL,2014,8.6
6305,IL,2013,12.1
6306,IL,2012,12.1
6307,IL,2011,12.0
6308,IL,2010,13.8
6309,IL,2009,13.1
6310,IL,2008,13.2
6311,IL,2007,13.4
6312,IL,2006,13.2
6313,IL,2014,10.1
6314,IL,2013,14.3
6315,IL,2012,14.4
6316,IL,2011,14.9
6317,IL,2010,14.7
6318,IL,2009,12.2
6319,IL,2008,11.7
6320,IL,2007,12.5
6321,IL,2006,13.3
6322,IL,2014,7.3
6323,IL,2013,10.3
6324,IL,2012,10.7
6325,IL,2011,11.2
6326,IL,2010,11.7
6327,IL,2009,10.7
6328,IL,2008,11.5
6329,IL,2007,13.4
6330,IL,2006,13.5
6331,IL,2014,9.3
6332,IL,2013,13.2
6333,IL,2012,12.6
6334,IL,2011,13.4
6335,IL,2010,14.2
6336,IL,2009,14.4
6337,IL,2008,14.4
6338,IL,2007,14.1
6339,IL,2006,14.8
6340,IL,2014,9.2
6341,IL,2013,11.6
6342,IL,2012,12.8
6343,IL,2011,12.7
6344,IL,2010,13.8
6345,IL,2009,14.4
6346,IL,2008,14.0
6347,IL,2007,13.9
6348,IL,2006,14.0
6349,IL,2014,8.6
6350,IL,2013,12.1
6351,IL,2012,13.1
6352,IL,2011,12.4
6353,IL,2010,14.3
6354,IL,2009,13.2
6355,IL,2008,12.4
6356,IL,2007,12.9
6357,IL,2006,16.1
6358,IL,2014,9.2
6359,IL,2013,11.2
6360,IL,2012,10.6
6361,IL,2011,10.6
6362,IL,2010,12.3
6363,IL,2009,11.6
6364,IL,2008,10.9
6365,IL,2007,12.1
6366,IL,2006,12.7
6367,IL,2014,9.0
6368,IL,2013,12.6
6369,IL,2012,12.9
6370,IL,2011,12.9
6371,IL,2010,13.7
6372,IL,2009,13.9
6373,IL,2008,12.8
6374,IL,2007,11.8
6375,IL,2006,13.5
6376,IL,2014,10.8
6377,IL,2013,13.2
6378,IL,2012,14.5
6379,IL,2011,14.8
6380,IL,2010,15.3
6381,IL,2009,15.0
6382,IL,2008,12.9
6383,IL,2007,13.3
6384,IL,2006,15.7
6385,IL,2014,6.2
6386,IL,2013,7.9
6387,IL,2012,8.5
6388,IL,2011,9.5
6389,IL,2010,9.4
6390,IL,2009,9.0
6391,IL,2008,9.3
6392,IL,2007,12.1
6393,IL,2006,11.9
6394,IN,2014,14.0
6395,IN,2013,16.1
6396,IN,2012,16.6
6397,IN,2011,16.6
6398,IN,2010,17.0
6399,IN,2009,16.2
6400,IN,2008,15.1
6401,IN,2007,13.0
6402,IN,2006,14.3
6403,IN,2014,16.7
6404,IN,2013,18.9
6405,IN,2012,18.8
6406,IN,2011,18.9
6407,IN,2010,20.6
6408,IN,2009,18.1
6409,IN,2008,17.1
6410,IN,2007,11.9
6411,IN,2006,12.7
6412,IN,2014,14.5
6413,IN,2013,17.2
6414,IN,2012,17.7
6415,IN,2011,17.6
6416,IN,2010,17.1
6417,IN,2009,16.8
6418,IN,2008,14.5
6419,IN,2007,13.8
6420,IN,2006,14.9
6421,IN,2014,13.6
6422,IN,2013,15.0
6423,IN,2012,16.1
6424,IN,2011,16.9
6425,IN,2010,16.0
6426,IN,2009,15.5
6427,IN,2008,14.6
6428,IN,2007,13.1
6429,IN,2006,14.3
6430,IN,2014,15.7
6431,IN,2013,18.0
6432,IN,2012,18.2
6433,IN,2011,17.9
6434,IN,2010,17.6
6435,IN,2009,16.5
6436,IN,2008,17.5
6437,IN,2007,16.8
6438,IN,2006,17.9
6439,IN,2014,14.0
6440,IN,2013,16.6
6441,IN,2012,15.5
6442,IN,2011,17.1
6443,IN,2010,16.2
6444,IN,2009,16.2
6445,IN,2008,14.8
6446,IN,2007,10.9
6447,IN,2006,11.5
6448,IN,2014,9.7
6449,IN,2013,10.9
6450,IN,2012,11.1
6451,IN,2011,10.3
6452,IN,2010,11.3
6453,IN,2009,11.2
6454,IN,2008,11.3
6455,IN,2007,12.3
6456,IN,2006,13.5
6457,IN,2014,16.8
6458,IN,2013,17.7
6459,IN,2012,18.0
6460,IN,2011,18.0
6461,IN,2010,17.4
6462,IN,2009,16.8
6463,IN,2008,17.4
6464,IN,2007,17.7
6465,IN,2006,19.0
6466,IN,2014,15.5
6467,IN,2013,16.2
6468,IN,2012,16.4
6469,IN,2011,16.2
6470,IN,2010,15.9
6471,IN,2009,16.5
6472,IN,2008,15.9
6473,IN,2007,14.5
6474,IN,2006,15.6
6475,IN,2014,17.5
6476,IN,2013,19.6
6477,IN,2012,20.0
6478,IN,2011,21.3
6479,IN,2010,19.6
6480,IN,2009,17.3
6481,IN,2008,17.0
6482,IN,2007,14.5
6483,IN,2006,16.4
6484,IN,2014,14.0
6485,IN,2013,16.0
6486,IN,2012,16.7
6487,IN,2011,16.0
6488,IN,2010,16.3
6489,IN,2009,16.0
6490,IN,2008,15.7
6491,IN,2007,11.2
6492,IN,2006,13.2
6493,IN,2014,14.2
6494,IN,2013,15.5
6495,IN,2012,15.7
6496,IN,2011,16.2
6497,IN,2010,16.8
6498,IN,2009,16.4
6499,IN,2008,15.2
6500,IN,2007,12.7
6501,IN,2006,13.4
6502,IN,2014,15.3
6503,IN,2013,19.1
6504,IN,2012,18.4
6505,IN,2011,19.0
6506,IN,2010,20.5
6507,IN,2009,18.8
6508,IN,2008,18.4
6509,IN,2007,15.2
6510,IN,2006,16.8
6511,IN,2014,15.7
6512,IN,2013,17.9
6513,IN,2012,17.7
6514,IN,2011,17.1
6515,IN,2010,18.3
6516,IN,2009,19.1
6517,IN,2008,17.0
6518,IN,2007,13.9
6519,IN,2006,17.0
6520,IN,2014,18.9
6521,IN,2013,20.7
6522,IN,2012,20.5
6523,IN,2011,21.0
6524,IN,2010,21.4
6525,IN,2009,22.3
6526,IN,2008,21.5
6527,IN,2007,16.7
6528,IN,2006,16.9
6529,IN,2014,11.4
6530,IN,2013,13.2
